FIPS,Structure_Type,Count
46067.0,Medical & Emergency,10
46069.0,Education,5
46069.0,Law Enforcement,1
46069.0,Medical & Emergency,1
46071.0,Education,5
46071.0,Law Enforcement,2
46071.0,Medical & Emergency,7
46073.0,Education,3
46073.0,Law Enforcement,1
46073.0,Medical & Emergency,3
46075.0,Education,3
46075.0,Law Enforcement,1
46075.0,Medical & Emergency,3
46077.0,Education,10
46077.0,Law Enforcement,1
46077.0,Medical & Emergency,10
46079.0,Education,18
46079.0,Law Enforcement,2
46079.0,Medical & Emergency,7
46081.0,Education,16
46081.0,Law Enforcement,5
46081.0,Medical & Emergency,13
46083.0,Education,24
46083.0,Law Enforcement,5
46083.0,Medical & Emergency,12
46085.0,Education,7
46085.0,Law Enforcement,3
46085.0,Medical & Emergency,8
46087.0,Education,9
46087.0,Law Enforcement,2
46087.0,Medical & Emergency,7
46089.0,Education,7
46089.0,Law Enforcement,2
46089.0,Medical & Emergency,6
46091.0,Education,7
46091.0,Law Enforcement,1
46091.0,Medical & Emergency,7
46093.0,Education,16
46093.0,Law Enforcement,4
46093.0,Medical & Emergency,15
46095.0,Education,5
46095.0,Law Enforcement,1
46095.0,Medical & Emergency,4
46097.0,Education,3
46097.0,Law Enforcement,1
46097.0,Medical & Emergency,6
46099.0,Education,102
46099.0,Law Enforcement,8
46099.0,Medical & Emergency,32
46101.0,Education,6
46101.0,Law Enforcement,2
46101.0,Medical & Emergency,6
46102.0,Education,23
46102.0,Law Enforcement,3
46102.0,Medical & Emergency,4
46103.0,Education,59
46103.0,Law Enforcement,8
46103.0,Medical & Emergency,33
46105.0,Education,4
46105.0,Law Enforcement,1
46105.0,Medical & Emergency,9
46107.0,Education,4
46107.0,Law Enforcement,3
46107.0,Medical & Emergency,7
46109.0,Education,15
46109.0,Law Enforcement,4
46109.0,Medical & Emergency,12
46111.0,Education,6
46111.0,Law Enforcement,1
46111.0,Medical & Emergency,4
46115.0,Education,15
46115.0,Law Enforcement,1
46115.0,Medical & Emergency,14
46117.0,Education,3
46117.0,Law Enforcement,1
46117.0,Medical & Emergency,2
46119.0,Education,2
46119.0,Law Enforcement,1
46119.0,Medical & Emergency,2
46121.0,Education,21
46121.0,Law Enforcement,3
46121.0,Medical & Emergency,5
46123.0,Education,4
46123.0,Law Enforcement,2
46123.0,Medical & Emergency,5
46125.0,Education,13
46125.0,Law Enforcement,3
46125.0,Medical & Emergency,15
46127.0,Education,10
46127.0,Law Enforcement,7
46127.0,Medical & Emergency,9
46129.0,Education,8
46129.0,Law Enforcement,3
46129.0,Medical & Emergency,8
46135.0,Education,14
46135.0,Law Enforcement,4
46135.0,Medical & Emergency,9
46137.0,Education,4
46137.0,Law Enforcement,1
46137.0,Medical & Emergency,4
47001.0,Education,30
47001.0,Law Enforcement,5
47001.0,Medical & Emergency,19
47003.0,Education,15
47003.0,Law Enforcement,4
47003.0,Medical & Emergency,13
47005.0,Education,8
47005.0,Law Enforcement,3
47005.0,Medical & Emergency,11
47007.0,Education,8
47007.0,Law Enforcement,3
47007.0,Medical & Emergency,11
47009.0,Education,33
47009.0,Law Enforcement,4
47009.0,Medical & Emergency,23
47011.0,Education,36
47011.0,Law Enforcement,3
47011.0,Medical & Emergency,18
47013.0,Education,14
47013.0,Law Enforcement,4
47013.0,Medical & Emergency,18
47015.0,Education,8
47015.0,Law Enforcement,2
47015.0,Medical & Emergency,11
47017.0,Education,17
47017.0,Law Enforcement,6
47017.0,Medical & Emergency,19
47019.0,Education,24
47019.0,Law Enforcement,4
47019.0,Medical & Emergency,12
47021.0,Education,13
47021.0,Law Enforcement,4
47021.0,Medical & Emergency,14
47023.0,Education,7
47023.0,Law Enforcement,2
47023.0,Medical & Emergency,11
47025.0,Education,15
47025.0,Law Enforcement,4
47025.0,Medical & Emergency,17
47027.0,Education,3
47027.0,Law Enforcement,2
47027.0,Medical & Emergency,9
47029.0,Education,16
47029.0,Law Enforcement,2
47029.0,Medical & Emergency,15
47031.0,Education,21
47031.0,Law Enforcement,3
47031.0,Medical & Emergency,17
47033.0,Education,8
47033.0,Law Enforcement,5
47033.0,Medical & Emergency,8
47035.0,Education,18
47035.0,Law Enforcement,3
47035.0,Medical & Emergency,23
47037.0,Education,207
47037.0,Law Enforcement,21
47037.0,Medical & Emergency,61
47039.0,Education,5
47039.0,Law Enforcement,3
47039.0,Medical & Emergency,12
47041.0,Education,6
47041.0,Law Enforcement,3
47041.0,Medical & Emergency,16
47043.0,Education,20
47043.0,Law Enforcement,4
47043.0,Medical & Emergency,16
47045.0,Education,15
47045.0,Law Enforcement,5
47045.0,Medical & Emergency,17
47047.0,Education,12
47047.0,Law Enforcement,6
47047.0,Medical & Emergency,17
47049.0,Education,8
47049.0,Law Enforcement,2
47049.0,Medical & Emergency,12
47051.0,Education,16
47051.0,Law Enforcement,7
47051.0,Medical & Emergency,23
47053.0,Education,22
47053.0,Law Enforcement,7
47053.0,Medical & Emergency,21
47055.0,Education,10
47055.0,Law Enforcement,5
47055.0,Medical & Emergency,16
47057.0,Education,8
47057.0,Law Enforcement,3
47057.0,Medical & Emergency,5
47059.0,Education,31
47059.0,Law Enforcement,5
47059.0,Medical & Emergency,23
47061.0,Education,8
47061.0,Law Enforcement,3
47061.0,Medical & Emergency,8
47063.0,Education,26
47063.0,Law Enforcement,2
47063.0,Medical & Emergency,12
47065.0,Education,111
47065.0,Law Enforcement,10
47065.0,Medical & Emergency,63
47067.0,Education,2
47067.0,Law Enforcement,1
47067.0,Medical & Emergency,8
47069.0,Education,10
47069.0,Law Enforcement,7
47069.0,Medical & Emergency,12
47071.0,Education,11
47071.0,Law Enforcement,2
47071.0,Medical & Emergency,23
47073.0,Education,19
47073.0,Law Enforcement,5
47073.0,Medical & Emergency,24
47075.0,Education,5
47075.0,Law Enforcement,2
47075.0,Medical & Emergency,14
47077.0,Education,13
47077.0,Law Enforcement,2
47077.0,Medical & Emergency,17
47079.0,Education,11
47079.0,Law Enforcement,2
47079.0,Medical & Emergency,16
47081.0,Education,9
47081.0,Law Enforcement,3
47081.0,Medical & Emergency,10
47083.0,Education,4
47083.0,Law Enforcement,2
47083.0,Medical & Emergency,5
47085.0,Education,9
47085.0,Law Enforcement,4
47085.0,Medical & Emergency,9
47087.0,Education,5
47087.0,Law Enforcement,2
47087.0,Medical & Emergency,9
47089.0,Education,13
47089.0,Law Enforcement,5
47089.0,Medical & Emergency,15
47091.0,Education,8
47091.0,Law Enforcement,3
47091.0,Medical & Emergency,11
47093.0,Education,128
47093.0,Law Enforcement,8
47093.0,Medical & Emergency,53
47095.0,Education,3
47095.0,Law Enforcement,4
47095.0,Medical & Emergency,3
47097.0,Education,9
47097.0,Law Enforcement,5
47097.0,Medical & Emergency,9
47099.0,Education,24
47099.0,Law Enforcement,5
47099.0,Medical & Emergency,19
47101.0,Education,7
47101.0,Law Enforcement,2
47101.0,Medical & Emergency,1
47103.0,Education,11
47103.0,Law Enforcement,3
47103.0,Medical & Emergency,15
47105.0,Education,15
47105.0,Law Enforcement,4
47105.0,Medical & Emergency,17
47107.0,Education,19
47107.0,Law Enforcement,5
47107.0,Medical & Emergency,18
47109.0,Education,11
47109.0,Law Enforcement,3
47109.0,Medical & Emergency,20
47111.0,Education,9
47111.0,Law Enforcement,3
47111.0,Medical & Emergency,5
47113.0,Education,37
47113.0,Law Enforcement,3
47113.0,Medical & Emergency,26
47115.0,Education,11
47115.0,Law Enforcement,5
47115.0,Medical & Emergency,20
47117.0,Education,10
47117.0,Law Enforcement,4
47117.0,Medical & Emergency,12
47119.0,Education,25
47119.0,Law Enforcement,4
47119.0,Medical & Emergency,25
47121.0,Education,4
47121.0,Law Enforcement,1
47121.0,Medical & Emergency,8
47123.0,Education,18
47123.0,Law Enforcement,5
47123.0,Medical & Emergency,22
47125.0,Education,52
47125.0,Law Enforcement,4
47125.0,Medical & Emergency,25
47127.0,Education,3
47127.0,Law Enforcement,1
47127.0,Medical & Emergency,7
47129.0,Education,9
47129.0,Law Enforcement,2
47129.0,Medical & Emergency,9
47131.0,Education,11
47131.0,Law Enforcement,6
47131.0,Medical & Emergency,11
47133.0,Education,9
47133.0,Law Enforcement,2
47133.0,Medical & Emergency,17
47135.0,Education,4
47135.0,Law Enforcement,1
47135.0,Medical & Emergency,7
47137.0,Education,2
47137.0,Law Enforcement,1
47137.0,Medical & Emergency,2
47139.0,Education,6
47139.0,Law Enforcement,3
47139.0,Medical & Emergency,13
47141.0,Education,26
47141.0,Law Enforcement,6
47141.0,Medical & Emergency,21
47143.0,Education,12
47143.0,Law Enforcement,4
47143.0,Medical & Emergency,19
47145.0,Education,25
47145.0,Law Enforcement,5
47145.0,Medical & Emergency,22
47147.0,Education,20
47147.0,Law Enforcement,4
47147.0,Medical & Emergency,18
47149.0,Education,74
47149.0,Law Enforcement,3
47149.0,Medical & Emergency,47
47151.0,Education,12
47151.0,Law Enforcement,2
47151.0,Medical & Emergency,10
47153.0,Education,3
47153.0,Law Enforcement,3
47153.0,Medical & Emergency,6
47155.0,Education,29
47155.0,Law Enforcement,4
47155.0,Medical & Emergency,26
47157.0,Education,334
47157.0,Law Enforcement,22
47157.0,Medical & Emergency,109
47159.0,Education,10
47159.0,Law Enforcement,4
47159.0,Medical & Emergency,14
47161.0,Education,4
47161.0,Law Enforcement,3
47161.0,Medical & Emergency,10
47163.0,Education,45
47163.0,Law Enforcement,5
47163.0,Medical & Emergency,30
47165.0,Education,60
47165.0,Law Enforcement,7
47165.0,Medical & Emergency,30
47167.0,Education,17
47167.0,Law Enforcement,6
47167.0,Medical & Emergency,15
47169.0,Education,4
47169.0,Law Enforcement,3
47169.0,Medical & Emergency,3
47171.0,Education,6
47171.0,Law Enforcement,3
47171.0,Medical & Emergency,6
47173.0,Education,8
47173.0,Law Enforcement,2
47173.0,Medical & Emergency,6
47175.0,Education,2
47175.0,Law Enforcement,1
47175.0,Medical & Emergency,7
47177.0,Education,16
47177.0,Law Enforcement,2
47177.0,Medical & Emergency,16
47179.0,Education,34
47179.0,Law Enforcement,4
47179.0,Medical & Emergency,23
47181.0,Education,10
47181.0,Law Enforcement,6
47181.0,Medical & Emergency,13
47183.0,Education,13
47183.0,Law Enforcement,6
47183.0,Medical & Emergency,13
47185.0,Education,11
47185.0,Law Enforcement,2
47185.0,Medical & Emergency,15
47187.0,Education,64
47187.0,Law Enforcement,5
47187.0,Medical & Emergency,21
47189.0,Education,37
47189.0,Law Enforcement,4
47189.0,Medical & Emergency,15
48001.0,Education,22
48001.0,Law Enforcement,11
48001.0,Medical & Emergency,21
48003.0,Education,6
48003.0,Law Enforcement,3
48003.0,Medical & Emergency,4
48005.0,Education,44
48005.0,Law Enforcement,13
48005.0,Medical & Emergency,18
48007.0,Education,5
48007.0,Law Enforcement,3
48007.0,Medical & Emergency,8
48009.0,Education,8
48009.0,Law Enforcement,3
48009.0,Medical & Emergency,10
48011.0,Education,1
48011.0,Law Enforcement,1
48011.0,Medical & Emergency,4
48013.0,Education,19
48013.0,Law Enforcement,9
48013.0,Medical & Emergency,12
48015.0,Education,12
48015.0,Law Enforcement,6
48015.0,Medical & Emergency,9
48017.0,Education,4
48017.0,Law Enforcement,3
48017.0,Medical & Emergency,3
48019.0,Education,7
48019.0,Law Enforcement,3
48019.0,Medical & Emergency,8
48021.0,Education,27
48021.0,Law Enforcement,11
48021.0,Medical & Emergency,16
48023.0,Education,3
48023.0,Law Enforcement,2
48023.0,Medical & Emergency,3
48025.0,Education,17
48025.0,Law Enforcement,7
48025.0,Medical & Emergency,8
48027.0,Education,114
48027.0,Law Enforcement,18
48027.0,Medical & Emergency,43
48029.0,Education,576
48029.0,Law Enforcement,52
48029.0,Medical & Emergency,165
48031.0,Education,6
48031.0,Law Enforcement,5
48031.0,Medical & Emergency,6
48033.0,Education,1
48033.0,Law Enforcement,1
48033.0,Medical & Emergency,1
48035.0,Education,11
48035.0,Law Enforcement,5
48035.0,Medical & Emergency,14
48037.0,Education,46
48037.0,Law Enforcement,15
48037.0,Medical & Emergency,28
48039.0,Education,93
48039.0,Law Enforcement,33
48039.0,Medical & Emergency,52
48041.0,Education,56
48041.0,Law Enforcement,12
48041.0,Medical & Emergency,32
48043.0,Education,9
48043.0,Law Enforcement,3
48043.0,Medical & Emergency,6
48045.0,Education,2
48045.0,Law Enforcement,1
48045.0,Medical & Emergency,4
48047.0,Education,4
48047.0,Law Enforcement,2
48047.0,Medical & Emergency,1
48049.0,Education,24
48049.0,Law Enforcement,5
48049.0,Medical & Emergency,16
48051.0,Education,10
48051.0,Law Enforcement,6
48051.0,Medical & Emergency,10
48053.0,Education,15
48053.0,Law Enforcement,12
48053.0,Medical & Emergency,16
48055.0,Education,14
48055.0,Law Enforcement,10
48055.0,Medical & Emergency,14
48057.0,Education,8
48057.0,Law Enforcement,4
48057.0,Medical & Emergency,9
48059.0,Education,12
48059.0,Law Enforcement,4
48059.0,Medical & Emergency,7
48061.0,Education,173
48061.0,Law Enforcement,27
48061.0,Medical & Emergency,39
48063.0,Education,6
48063.0,Law Enforcement,4
48063.0,Medical & Emergency,5
48065.0,Education,6
48065.0,Law Enforcement,4
48065.0,Medical & Emergency,8
48067.0,Education,18
48067.0,Law Enforcement,8
48067.0,Medical & Emergency,19
48069.0,Education,7
48069.0,Law Enforcement,3
48069.0,Medical & Emergency,4
48071.0,Education,14
48071.0,Law Enforcement,9
48071.0,Medical & Emergency,11
48073.0,Education,26
48073.0,Law Enforcement,13
48073.0,Medical & Emergency,17
48075.0,Education,3
48075.0,Law Enforcement,5
48075.0,Medical & Emergency,2
48077.0,Education,6
48077.0,Law Enforcement,2
48077.0,Medical & Emergency,15
48079.0,Education,5
48079.0,Law Enforcement,2
48079.0,Medical & Emergency,4
48081.0,Education,4
48081.0,Law Enforcement,2
48081.0,Medical & Emergency,4
48083.0,Education,7
48083.0,Law Enforcement,4
48083.0,Medical & Emergency,4
48085.0,Education,274
48085.0,Law Enforcement,28
48085.0,Medical & Emergency,80
48087.0,Education,3
48087.0,Law Enforcement,2
48087.0,Medical & Emergency,5
48089.0,Education,13
48089.0,Law Enforcement,9
48089.0,Medical & Emergency,14
48091.0,Education,40
48091.0,Law Enforcement,8
48091.0,Medical & Emergency,22
48093.0,Education,8
48093.0,Law Enforcement,4
48093.0,Medical & Emergency,8
48095.0,Education,5
48095.0,Law Enforcement,3
48095.0,Medical & Emergency,5
48097.0,Education,22
48097.0,Law Enforcement,6
48097.0,Medical & Emergency,15
48099.0,Education,27
48099.0,Law Enforcement,13
48099.0,Medical & Emergency,13
48101.0,Education,1
48101.0,Law Enforcement,1
48101.0,Medical & Emergency,2
48103.0,Education,3
48103.0,Law Enforcement,3
48103.0,Medical & Emergency,2
48105.0,Education,3
48105.0,Law Enforcement,2
48105.0,Medical & Emergency,2
48107.0,Education,6
48107.0,Law Enforcement,5
48107.0,Medical & Emergency,3
48109.0,Education,1
48109.0,Law Enforcement,3
48109.0,Medical & Emergency,3
48111.0,Education,3
48111.0,Law Enforcement,2
48111.0,Medical & Emergency,3
48113.0,Education,762
48113.0,Law Enforcement,64
48113.0,Medical & Emergency,174
48115.0,Education,8
48115.0,Law Enforcement,4
48115.0,Medical & Emergency,6
48117.0,Education,9
48117.0,Law Enforcement,2
48117.0,Medical & Emergency,3
48119.0,Education,3
48119.0,Law Enforcement,2
48119.0,Medical & Emergency,4
48121.0,Education,214
48121.0,Law Enforcement,27
48121.0,Medical & Emergency,72
48123.0,Education,16
48123.0,Law Enforcement,7
48123.0,Medical & Emergency,6
48125.0,Education,3
48125.0,Law Enforcement,3
48125.0,Medical & Emergency,4
48127.0,Education,4
48127.0,Law Enforcement,2
48127.0,Medical & Emergency,5
48129.0,Education,5
48129.0,Law Enforcement,2
48129.0,Medical & Emergency,4
48131.0,Education,10
48131.0,Law Enforcement,6
48131.0,Medical & Emergency,5
48133.0,Education,18
48133.0,Law Enforcement,6
48133.0,Medical & Emergency,9
48135.0,Education,44
48135.0,Law Enforcement,7
48135.0,Medical & Emergency,18
48137.0,Education,3
48137.0,Law Enforcement,2
48137.0,Medical & Emergency,2
48139.0,Education,62
48139.0,Law Enforcement,18
48139.0,Medical & Emergency,31
48141.0,Education,282
48141.0,Law Enforcement,32
48141.0,Medical & Emergency,63
48143.0,Education,20
48143.0,Law Enforcement,8
48143.0,Medical & Emergency,12
48145.0,Education,7
48145.0,Law Enforcement,8
48145.0,Medical & Emergency,11
48147.0,Education,23
48147.0,Law Enforcement,12
48147.0,Medical & Emergency,15
48149.0,Education,12
48149.0,Law Enforcement,6
48149.0,Medical & Emergency,14
48151.0,Education,6
48151.0,Law Enforcement,1
48151.0,Medical & Emergency,3
48153.0,Education,6
48153.0,Law Enforcement,3
48153.0,Medical & Emergency,4
48155.0,Education,2
48155.0,Law Enforcement,3
48155.0,Medical & Emergency,1
48157.0,Education,201
48157.0,Law Enforcement,26
48157.0,Medical & Emergency,55
48159.0,Education,3
48159.0,Law Enforcement,4
48159.0,Medical & Emergency,5
48161.0,Education,11
48161.0,Law Enforcement,7
48161.0,Medical & Emergency,9
48163.0,Education,7
48163.0,Law Enforcement,6
48163.0,Medical & Emergency,5
48165.0,Education,10
48165.0,Law Enforcement,3
48165.0,Medical & Emergency,5
48167.0,Education,88
48167.0,Law Enforcement,29
48167.0,Medical & Emergency,44
48169.0,Education,5
48169.0,Law Enforcement,2
48169.0,Medical & Emergency,2
48171.0,Education,9
48171.0,Law Enforcement,3
48171.0,Medical & Emergency,9
48173.0,Education,2
48173.0,Law Enforcement,2
48173.0,Medical & Emergency,2
48175.0,Education,3
48175.0,Law Enforcement,1
48175.0,Medical & Emergency,5
48177.0,Education,11
48177.0,Law Enforcement,5
48177.0,Medical & Emergency,10
48179.0,Education,14
48179.0,Law Enforcement,7
48179.0,Medical & Emergency,9
48181.0,Education,62
48181.0,Law Enforcement,16
48181.0,Medical & Emergency,34
48183.0,Education,45
48183.0,Law Enforcement,22
48183.0,Medical & Emergency,27
48185.0,Education,12
48185.0,Law Enforcement,7
48185.0,Medical & Emergency,10
48187.0,Education,44
48187.0,Law Enforcement,12
48187.0,Medical & Emergency,23
48189.0,Education,22
48189.0,Law Enforcement,9
48189.0,Medical & Emergency,12
48191.0,Education,3
48191.0,Law Enforcement,3
48191.0,Medical & Emergency,3
48193.0,Education,6
48193.0,Law Enforcement,3
48193.0,Medical & Emergency,5
48195.0,Education,7
48195.0,Law Enforcement,3
48195.0,Medical & Emergency,5
48197.0,Education,5
48197.0,Law Enforcement,2
48197.0,Medical & Emergency,4
48199.0,Education,19
48199.0,Law Enforcement,9
48199.0,Medical & Emergency,16
48201.0,Education,1221
48201.0,Law Enforcement,104
48201.0,Medical & Emergency,363
48203.0,Education,29
48203.0,Law Enforcement,11
48203.0,Medical & Emergency,24
48205.0,Education,7
48205.0,Law Enforcement,3
48205.0,Medical & Emergency,4
48207.0,Education,5
48207.0,Law Enforcement,4
48207.0,Medical & Emergency,6
48209.0,Education,57
48209.0,Law Enforcement,18
48209.0,Medical & Emergency,26
48211.0,Education,4
48211.0,Law Enforcement,1
48211.0,Medical & Emergency,5
48213.0,Education,32
48213.0,Law Enforcement,19
48213.0,Medical & Emergency,28
48215.0,Education,305
48215.0,Law Enforcement,38
48215.0,Medical & Emergency,61
48217.0,Education,24
48217.0,Law Enforcement,7
48217.0,Medical & Emergency,17
48219.0,Education,16
48219.0,Law Enforcement,6
48219.0,Medical & Emergency,7
48221.0,Education,17
48221.0,Law Enforcement,9
48221.0,Medical & Emergency,14
48223.0,Education,18
48223.0,Law Enforcement,6
48223.0,Medical & Emergency,12
48225.0,Education,11
48225.0,Law Enforcement,7
48225.0,Medical & Emergency,11
48227.0,Education,15
48227.0,Law Enforcement,5
48227.0,Medical & Emergency,16
48229.0,Education,5
48229.0,Law Enforcement,5
48229.0,Medical & Emergency,3
48231.0,Education,43
48231.0,Law Enforcement,16
48231.0,Medical & Emergency,19
48233.0,Education,13
48233.0,Law Enforcement,7
48233.0,Medical & Emergency,6
48235.0,Education,2
48235.0,Law Enforcement,1
48235.0,Medical & Emergency,3
48237.0,Education,6
48237.0,Law Enforcement,4
48237.0,Medical & Emergency,11
48239.0,Education,10
48239.0,Law Enforcement,5
48239.0,Medical & Emergency,7
48241.0,Education,14
48241.0,Law Enforcement,11
48241.0,Medical & Emergency,14
48243.0,Education,4
48243.0,Law Enforcement,3
48243.0,Medical & Emergency,3
48245.0,Education,78
48245.0,Law Enforcement,19
48245.0,Medical & Emergency,39
48247.0,Education,3
48247.0,Law Enforcement,1
48247.0,Medical & Emergency,2
48249.0,Education,22
48249.0,Law Enforcement,4
48249.0,Medical & Emergency,6
48251.0,Education,71
48251.0,Law Enforcement,15
48251.0,Medical & Emergency,21
48253.0,Education,13
48253.0,Law Enforcement,9
48253.0,Medical & Emergency,8
48255.0,Education,10
48255.0,Law Enforcement,5
48255.0,Medical & Emergency,6
48257.0,Education,47
48257.0,Law Enforcement,15
48257.0,Medical & Emergency,22
48259.0,Education,19
48259.0,Law Enforcement,5
48259.0,Medical & Emergency,9
48261.0,Education,1
48261.0,Law Enforcement,1
48263.0,Education,1
48263.0,Law Enforcement,1
48263.0,Medical & Emergency,1
48265.0,Education,20
48265.0,Law Enforcement,7
48265.0,Medical & Emergency,16
48267.0,Education,3
48267.0,Law Enforcement,2
48267.0,Medical & Emergency,3
48269.0,Education,1
48269.0,Law Enforcement,1
48271.0,Education,3
48271.0,Law Enforcement,4
48271.0,Medical & Emergency,2
48273.0,Education,17
48273.0,Law Enforcement,6
48273.0,Medical & Emergency,6
48275.0,Education,5
48275.0,Law Enforcement,3
48275.0,Medical & Emergency,6
48277.0,Education,22
48277.0,Law Enforcement,5
48277.0,Medical & Emergency,30
48279.0,Education,13
48279.0,Law Enforcement,5
48279.0,Medical & Emergency,9
48281.0,Education,6
48281.0,Law Enforcement,3
48281.0,Medical & Emergency,7
48283.0,Education,4
48283.0,Law Enforcement,3
48283.0,Medical & Emergency,2
48285.0,Education,12
48285.0,Law Enforcement,5
48285.0,Medical & Emergency,8
48287.0,Education,11
48287.0,Law Enforcement,4
48287.0,Medical & Emergency,5
48289.0,Education,12
48289.0,Law Enforcement,6
48289.0,Medical & Emergency,8
48291.0,Education,31
48291.0,Law Enforcement,15
48291.0,Medical & Emergency,22
48293.0,Education,11
48293.0,Law Enforcement,9
48293.0,Medical & Emergency,10
48295.0,Education,5
48295.0,Law Enforcement,2
48295.0,Medical & Emergency,8
48297.0,Education,6
48297.0,Law Enforcement,4
48297.0,Medical & Emergency,4
48299.0,Education,4
48299.0,Law Enforcement,7
48299.0,Medical & Emergency,11
48301.0,Law Enforcement,2
48303.0,Education,104
48303.0,Law Enforcement,17
48303.0,Medical & Emergency,47
48305.0,Education,8
48305.0,Law Enforcement,3
48305.0,Medical & Emergency,5
48307.0,Education,5
48307.0,Law Enforcement,2
48307.0,Medical & Emergency,7
48309.0,Education,110
48309.0,Law Enforcement,33
48309.0,Medical & Emergency,41
48311.0,Education,1
48311.0,Law Enforcement,2
48311.0,Medical & Emergency,1
48313.0,Education,6
48313.0,Law Enforcement,6
48313.0,Medical & Emergency,4
48315.0,Education,6
48315.0,Law Enforcement,6
48315.0,Medical & Emergency,5
48317.0,Education,4
48317.0,Law Enforcement,3
48317.0,Medical & Emergency,4
48319.0,Education,3
48319.0,Law Enforcement,1
48319.0,Medical & Emergency,3
48321.0,Education,20
48321.0,Law Enforcement,10
48321.0,Medical & Emergency,12
48323.0,Education,24
48323.0,Law Enforcement,6
48323.0,Medical & Emergency,5
48325.0,Education,20
48325.0,Law Enforcement,13
48325.0,Medical & Emergency,15
48327.0,Education,2
48327.0,Law Enforcement,1
48327.0,Medical & Emergency,2
48329.0,Education,53
48329.0,Law Enforcement,9
48329.0,Medical & Emergency,19
48331.0,Education,17
48331.0,Law Enforcement,8
48331.0,Medical & Emergency,13
48333.0,Education,7
48333.0,Law Enforcement,3
48333.0,Medical & Emergency,4
48335.0,Education,5
48335.0,Law Enforcement,5
48335.0,Medical & Emergency,4
48337.0,Education,13
48337.0,Law Enforcement,4
48337.0,Medical & Emergency,10
48339.0,Education,126
48339.0,Law Enforcement,29
48339.0,Medical & Emergency,108
48341.0,Education,12
48341.0,Law Enforcement,4
48341.0,Medical & Emergency,4
48343.0,Education,7
48343.0,Law Enforcement,6
48343.0,Medical & Emergency,7
48345.0,Education,1
48345.0,Law Enforcement,1
48345.0,Medical & Emergency,2
48347.0,Education,29
48347.0,Law Enforcement,8
48347.0,Medical & Emergency,24
48349.0,Education,25
48349.0,Law Enforcement,8
48349.0,Medical & Emergency,20
48351.0,Education,6
48351.0,Law Enforcement,2
48351.0,Medical & Emergency,11
48353.0,Education,11
48353.0,Law Enforcement,4
48353.0,Medical & Emergency,7
48355.0,Education,125
48355.0,Law Enforcement,15
48355.0,Medical & Emergency,44
48357.0,Education,6
48357.0,Law Enforcement,3
48357.0,Medical & Emergency,4
48359.0,Education,8
48359.0,Law Enforcement,1
48359.0,Medical & Emergency,6
48361.0,Education,25
48361.0,Law Enforcement,15
48361.0,Medical & Emergency,14
48363.0,Education,15
48363.0,Law Enforcement,10
48363.0,Medical & Emergency,16
48365.0,Education,11
48365.0,Law Enforcement,6
48365.0,Medical & Emergency,11
48367.0,Education,47
48367.0,Law Enforcement,12
48367.0,Medical & Emergency,34
48369.0,Education,11
48369.0,Law Enforcement,6
48369.0,Medical & Emergency,9
48371.0,Education,10
48371.0,Law Enforcement,6
48371.0,Medical & Emergency,10
48373.0,Education,16
48373.0,Law Enforcement,9
48373.0,Medical & Emergency,14
48375.0,Education,52
48375.0,Law Enforcement,10
48375.0,Medical & Emergency,24
48377.0,Education,6
48377.0,Law Enforcement,3
48377.0,Medical & Emergency,3
48379.0,Education,4
48379.0,Law Enforcement,4
48379.0,Medical & Emergency,5
48381.0,Education,41
48381.0,Law Enforcement,7
48381.0,Medical & Emergency,14
48383.0,Education,3
48383.0,Law Enforcement,1
48383.0,Medical & Emergency,3
48385.0,Education,3
48385.0,Law Enforcement,1
48385.0,Medical & Emergency,4
48387.0,Education,9
48387.0,Law Enforcement,4
48387.0,Medical & Emergency,9
48389.0,Education,5
48389.0,Law Enforcement,3
48389.0,Medical & Emergency,6
48391.0,Education,7
48391.0,Law Enforcement,4
48391.0,Medical & Emergency,6
48393.0,Education,1
48393.0,Law Enforcement,1
48393.0,Medical & Emergency,3
48395.0,Education,12
48395.0,Law Enforcement,8
48395.0,Medical & Emergency,4
48397.0,Education,29
48397.0,Law Enforcement,4
48397.0,Medical & Emergency,12
48399.0,Education,9
48399.0,Law Enforcement,5
48399.0,Medical & Emergency,5
48401.0,Education,28
48401.0,Law Enforcement,11
48401.0,Medical & Emergency,20
48403.0,Education,7
48403.0,Law Enforcement,4
48403.0,Medical & Emergency,9
48405.0,Education,4
48405.0,Law Enforcement,5
48405.0,Medical & Emergency,6
48407.0,Education,8
48407.0,Law Enforcement,6
48407.0,Medical & Emergency,13
48409.0,Education,35
48409.0,Law Enforcement,13
48409.0,Medical & Emergency,14
48411.0,Education,5
48411.0,Law Enforcement,3
48411.0,Medical & Emergency,4
48413.0,Education,3
48413.0,Law Enforcement,1
48413.0,Medical & Emergency,3
48415.0,Education,7
48415.0,Law Enforcement,3
48415.0,Medical & Emergency,3
48417.0,Education,3
48417.0,Law Enforcement,2
48417.0,Medical & Emergency,2
48419.0,Education,18
48419.0,Law Enforcement,4
48419.0,Medical & Emergency,6
48421.0,Education,4
48421.0,Law Enforcement,2
48421.0,Medical & Emergency,1
48423.0,Education,74
48423.0,Law Enforcement,21
48423.0,Medical & Emergency,42
48425.0,Education,6
48425.0,Law Enforcement,3
48425.0,Medical & Emergency,2
48427.0,Education,28
48427.0,Law Enforcement,12
48427.0,Medical & Emergency,8
